Monero 'Wolfram Warptangent' (v0.10.0.0-34fcfcd)
Logging at log level 2 to /home/athan/dev/moneybit/hmonero/foo.log
2016-Oct-27 05:45:06.260806 Loading wallet...
2016-Oct-27 05:45:06.294075 Loaded wallet keys file, with public address: 48aPXdzu2Qt1KVVuPUunjeVTm6zf6Vg3kf38VhSCunCzQjWBzH3rpJjSwDgnE8ocJWYGeEqhEoBWqeoVwbyYs3se6cGdjTx
2016-Oct-27 05:45:06.409713 Trying to decrypt cache data
2016-Oct-27 05:45:07.848549 Block is already in blockchain: 0f65eb9f364716c55251f16afa49b1926102bdf22f45fa7de9b4e11dbd6a883d
2016-Oct-27 05:45:08.385699 Processed block: <b7694ff95ba2115d0312e9bbafead04c247d94c1079f0a8a828d719764501645>, height 1166419, 4(0/4)ms
2016-Oct-27 05:45:08.385978 Processed block: <d83ed24ca4b9746a19d6cb09708116e60e66c032fedad63bdce90b77982bd51a>, height 1166420, 0(0/0)ms
2016-Oct-27 05:45:08.387413 Processed block: <a285d2e0c53cfff55f89e4d2625b62b0089616cf25f5b7dd3aea0629ce3adbc6>, height 1166421, 1(0/1)ms
2016-Oct-27 05:45:08.389262 Processed block: <dad29d01eaea29093346408e9948c474e595abe5c1483b4554c70173524fbe6e>, height 1166422, 2(1/1)ms
2016-Oct-27 05:45:08.398881 Processed block: <7fef060f868861cab87bdc42e6c5523e2caaf0af23b71fb37fb40353df72842c>, height 1166423, 10(1/9)ms
2016-Oct-27 05:45:08.428593 Processed block: <42b1927006afcc2f88b2073daf512c5ee358b1743dcad1b1e4751afd9eff115e>, height 1166424, 29(0/29)ms
2016-Oct-27 05:45:08.436617 Processed block: <4c5aabfedd853ce1bc5cf2bb4ae376b4c59cfd844a35253a2a380deb9435ac7b>, height 1166425, 8(0/8)ms
2016-Oct-27 05:45:08.444899 Processed block: <004274f077da3f9912f67a0eb507af4968719297a02a2e2043e31367f43c568e>, height 1166426, 8(0/8)ms
2016-Oct-27 05:45:08.446805 Processed block: <749d4c71f3e11cbe91330fa2e1524a4241c5296e8fcb19cd53a04f2025ea0118>, height 1166427, 2(0/2)ms
2016-Oct-27 05:45:08.448199 Processed block: <fdf7b99883050b4c17dbac6d695775a7380e9843526cbc01c1815128193893ed>, height 1166428, 1(0/1)ms
2016-Oct-27 05:45:08.454300 Processed block: <e386a271107da59834ba97821b269268e2db2c3532f3e25ad981ef6f68357815>, height 1166429, 6(0/6)ms
2016-Oct-27 05:45:08.456659 Processed block: <fa7d4b11576f3f854b08ad405e20ae591dccc23dd8c10088958a13c565bac415>, height 1166430, 3(0/3)ms
2016-Oct-27 05:45:08.459520 Processed block: <12de5f8750d975135fac214ce4de50e2fbc37362094a25b83e0f4cfb74033750>, height 1166431, 2(0/2)ms
2016-Oct-27 05:45:08.459779 Processed block: <c0d2536f0953fbaafd4deca8e7143f3ac54e18a29d6bf71634276f14b8daecdc>, height 1166432, 1(1/0)ms
2016-Oct-27 05:45:08.460027 Processed block: <5aef134f37c0d1e7a11c5c032d5d4146885d5e5edd6f7303dddad1c038915b51>, height 1166433, 0(0/0)ms
2016-Oct-27 05:45:08.460273 Processed block: <52d5081ff03a124c76cf7febb217c179c75f536f379991c631af6d40ace847fa>, height 1166434, 0(0/0)ms
2016-Oct-27 05:45:08.460659 Processed block: <9386b0d8d52131134603d8d4f9cd703398a5d0ea5de97d299ac06730e2fe5a8e>, height 1166435, 1(1/0)ms
2016-Oct-27 05:45:08.460909 Processed block: <575d0e0148b63816c5cf41d35ce9bbf23ae7964e6b62d1443a4b83ad7caae51b>, height 1166436, 0(0/0)ms
2016-Oct-27 05:45:08.464178 Processed block: <a16f5649689bf00912e454634792a316a325da37de6688febf577e09c3098eec>, height 1166437, 3(0/3)ms
2016-Oct-27 05:45:08.467212 Processed block: <a4a402614a82935b856368923fce46e97f3b21c244662a5f51adf4af5636b73f>, height 1166438, 3(0/3)ms
2016-Oct-27 05:45:08.468965 Processed block: <4a1a2f9074008c6b96874860d98e071d9ca2820b6e3b0c3013f1057a0163492a>, height 1166439, 2(0/2)ms
2016-Oct-27 05:45:08.471821 Processed block: <9ab5f66a4da1132a6365e157db787aad6d40383b8f1c6dffde53f2d5a85a470b>, height 1166440, 3(0/3)ms
2016-Oct-27 05:45:08.474158 Processed block: <259b607b3695a6882f1e2566ae26e955ecb55d80a6e34cafabe7b73e3bac93c4>, height 1166441, 2(0/2)ms
2016-Oct-27 05:45:08.476541 Processed block: <ec29da495757bce910d02d31a09539f395952fb7a977251fffbecf1be2aa96ae>, height 1166442, 2(0/2)ms
2016-Oct-27 05:45:08.479263 Processed block: <25e72201d0503277950a859eb5f66a80c6570431beacf324896fa94eb71238d2>, height 1166443, 2(0/2)ms
2016-Oct-27 05:45:08.480661 Processed block: <c1f11eb88309868e5bddf3d0490e7924a118b587dede8c1778da3f070ef5dedc>, height 1166444, 2(0/2)ms
2016-Oct-27 05:45:08.480914 Processed block: <6c9fb7b526beac52855e798c45102eacfd73c83e8cc2b974da2c7e4fadb0b842>, height 1166445, 0(0/0)ms
2016-Oct-27 05:45:08.485322 Processed block: <2fd5725775017699939b88e38c1bcfee8d0c8d823e7bd29f402a023739c65dc6>, height 1166446, 4(0/4)ms
2016-Oct-27 05:45:08.494091 Processed block: <4c31ee68756350d878ceb05002e61d91b09d31fbf8427f367220781f47bc6ec7>, height 1166447, 9(1/8)ms
2016-Oct-27 05:45:08.500755 Processed block: <bcc0fdfcabd209d4062227e331034b269bb7108c34a2ad9174d5a272b8b05a16>, height 1166448, 7(0/7)ms
2016-Oct-27 05:45:08.504919 Processed block: <e4aa3cffe09bef6d820e0023bc690f5668819c871d8380ff456d5a4f1202b27e>, height 1166449, 4(0/4)ms
2016-Oct-27 05:45:08.530049 Processed block: <b36cd60c8125063e46ce073cd55c40b5d17ce1bef82810e7163dcfdc9c4854c8>, height 1166450, 25(0/25)ms
2016-Oct-27 05:45:08.530406 Processed block: <07bc947fba58d0e68e735e1fef99fcdc8a8310def2feebffa7ce761400a97161>, height 1166451, 0(0/0)ms
2016-Oct-27 05:45:08.530651 Processed block: <7ed024b72d04b181e69ba3192315588e408108f1ba9fc6ce17df050be528e55a>, height 1166452, 1(1/0)ms
2016-Oct-27 05:45:08.530891 Processed block: <9e73dfb34c1b4c350cd53db60ccbb3115ec3b85a36f0b27cb10a6a948f0db944>, height 1166453, 0(0/0)ms
2016-Oct-27 05:45:08.531130 Processed block: <73694180d0ad88dc0ec4b7205dc4d55636a0485b51b1633efb7dc9180459f1c5>, height 1166454, 0(0/0)ms
2016-Oct-27 05:45:08.535198 Processed block: <10355151282a36285a836efd5b1dba6becdf616b469b49385f3b01cc0283a7f0>, height 1166455, 4(0/4)ms
2016-Oct-27 05:45:08.535448 Processed block: <6474d8dae1332bdd5b673031b5ca62de9b1a246f17e9b5fd41f581374842cd30>, height 1166456, 0(0/0)ms
2016-Oct-27 05:45:08.535702 Processed block: <ee174c3202708eb971429177cc06711da110368e349360242ca0dc320b74b8b9>, height 1166457, 1(1/0)ms
2016-Oct-27 05:45:08.535969 Processed block: <6992a4c97b43e1778d97090a535ee76cf3156858062a0816ed5f15e1c86be50f>, height 1166458, 0(0/0)ms
2016-Oct-27 05:45:08.539948 Processed block: <5f7c13f83c2961f91a73865dc0a3ffa9b3ab193fa852e0cda9daabadfddd8592>, height 1166459, 4(0/4)ms
2016-Oct-27 05:45:08.543380 Processed block: <63f4eba7493e2f2e0a6155fb215894bc3fd72697695f90c99696f830097c9d7f>, height 1166460, 3(0/3)ms
2016-Oct-27 05:45:08.543629 Processed block: <b0ee334d3ec189ab509dc18f082ce55ecf1998e6ab245fd98014a2fc792b812e>, height 1166461, 1(1/0)ms
2016-Oct-27 05:45:08.543870 Processed block: <156d4e837fa2aaacac24c3a2da9759f4ff53689ba7ee5979589218c49c0f4ae7>, height 1166462, 0(0/0)ms
2016-Oct-27 05:45:08.547632 Processed block: <01db599534ac794a49530bc6bb22e5a4aab116c093516280a222521024d128c3>, height 1166463, 4(0/4)ms
2016-Oct-27 05:45:08.548589 Processed block: <ecfdbd119259ebeeaffc502f4f5eb12f85347f51f965228d1f94a9df44d24b89>, height 1166464, 0(0/0)ms
2016-Oct-27 05:45:08.548836 Processed block: <7ef1f90ef46075960ec728eb8bcee73acf4a6023ed752f4d2a7013dc15283235>, height 1166465, 0(0/0)ms
2016-Oct-27 05:45:08.549076 Processed block: <503a6bfd7fbc461ebbdd558df16d269eb988309a94aa57ccfe3a98c2f5114120>, height 1166466, 0(0/0)ms
2016-Oct-27 05:45:08.555695 Processed block: <69aeb18e1e47ec7fcaa365cf70bbc0489a61bf965e05f6228fed4c270c18cbe0>, height 1166467, 7(0/7)ms
2016-Oct-27 05:45:08.555950 Processed block: <9b126d32f00b6b9192e6e479e119d4d9d83af09ec0c374ce7802fce2a3c33f4c>, height 1166468, 0(0/0)ms
2016-Oct-27 05:45:08.556192 Processed block: <9d534173971e270c78010a4a62f86a08161d0c676622e07cdb01c2ac1c7a6778>, height 1166469, 0(0/0)ms
2016-Oct-27 05:45:08.556894 Processed block: <868341aa5be760db9e77c2c4ccabc39420599c08ac03b379d38c50c1eaefcdd1>, height 1166470, 1(0/1)ms
2016-Oct-27 05:45:08.560464 Processed block: <b8524a602acf90a4295b5bb67bb500699927144724da7b99fe180507b3780683>, height 1166471, 3(0/3)ms
2016-Oct-27 05:45:08.561684 Processed block: <469ea60a8d72401620e73b4eb8370a11d86d44d79d91ae0399689fe6fbd38dc1>, height 1166472, 2(1/1)ms
2016-Oct-27 05:45:08.562632 Processed block: <10946920ac4cfa8c5a0064fd0d41f3051089839660f650909f8ee6b2b5880508>, height 1166473, 1(0/1)ms
2016-Oct-27 05:45:08.562880 Processed block: <23db264e2cdb5c1d499662e564a6c2db73964c85bf2103642565f27770de5316>, height 1166474, 0(0/0)ms
2016-Oct-27 05:45:08.568019 Processed block: <3a70e274e13183f4378901d1296cef890f980343ea0dc5c2a84cf90e625a36bf>, height 1166475, 5(0/5)ms
2016-Oct-27 05:45:08.570347 Processed block: <888ff88abccb859c8fbaa8dd44a9d7731150b8c697494b2542b059fdd5cf685a>, height 1166476, 2(0/2)ms
2016-Oct-27 05:45:08.570595 Processed block: <9a24a26d570fa0bcd8522c160bf4002e2acc5261d95c263e24755706269aba06>, height 1166477, 0(0/0)ms
2016-Oct-27 05:45:08.570835 Processed block: <0fe931cbd5a7e809a750795567faf5345f85e640844d03388614c68093f0bdf6>, height 1166478, 0(0/0)ms
2016-Oct-27 05:45:08.572269 Processed block: <a70a221d94bbb61a345b47ba8a1b9a39ba26971616457521a4d6b99c7ffe0371>, height 1166479, 1(0/1)ms
2016-Oct-27 05:45:08.573671 Processed block: <475cb50f908a5611906abc4f33d569a648816bd55a6eaf1513f859bf1f1148f8>, height 1166480, 2(0/2)ms
2016-Oct-27 05:45:08.577909 Processed block: <3fddfbda0108dd7be53ac59dbaf2a692f09ba0c53c1ad0c886cac8f713f3bb16>, height 1166481, 4(0/4)ms
2016-Oct-27 05:45:08.580119 Processed block: <60a3cf5c7cafc7ade9315174fad4d2685d801e3cc0c1374b2817009680d34aee>, height 1166482, 2(0/2)ms
2016-Oct-27 05:45:08.580465 Processed block: <889bc19353e1005b4a4a276869d98eee9521db9cf6fc108b428b0ff516995569>, height 1166483, 0(0/0)ms
2016-Oct-27 05:45:08.582754 Processed block: <28ac03d17043d7c87a698591dc5e829deece1ff6208578258033ec7b9f8f40ba>, height 1166484, 3(1/2)ms
2016-Oct-27 05:45:08.583513 Processed block: <3e4284f6a74dbdb18b26fb08699c62ccd80ff71338d95c108af7d34addb3556a>, height 1166485, 0(0/0)ms
2016-Oct-27 05:45:08.587959 Processed block: <a4229385c88cc7e06ceb23933f3fe3bf17906ddf167c67baa8d0b03dbe8c3950>, height 1166486, 5(1/4)ms
2016-Oct-27 05:45:08.592328 Processed block: <a333dec3bfc9b1e0d8d8d6a0ed036e11284e2e2f4012838a69811f352b55cce3>, height 1166487, 4(0/4)ms
2016-Oct-27 05:45:08.594707 Processed block: <50a1ddb8670664810f1528f8ebe62d910deb89dcdc55daedc9e3ee67a361b0c7>, height 1166488, 3(0/3)ms
2016-Oct-27 05:45:08.602019 Processed block: <a784a046a3d1b72b0511bbba3d49dc74c71ad72a15550385a6706c164663560b>, height 1166489, 7(0/7)ms
2016-Oct-27 05:45:08.605090 Processed block: <20b7b30ef4e1052f173f4cc041f6fb1b7479ea07e467018c76f8abc32d575e35>, height 1166490, 3(0/3)ms
2016-Oct-27 05:45:08.606412 Processed block: <2fe884bec6af8c90a1418efe0390022efc87bcf93f11006fcdfba1be4c26cbeb>, height 1166491, 1(0/1)ms
2016-Oct-27 05:45:08.608948 Processed block: <77e4b9ac87af81f9732dd8fb06fe88620bc4196e0372de4247d2ff822e61b8d7>, height 1166492, 3(1/2)ms
2016-Oct-27 05:45:08.609197 Processed block: <288eab1b7da9672048a5a51e427430bbebccc9507fcdc9c77a0ef1e827ee2b2a>, height 1166493, 0(0/0)ms
2016-Oct-27 05:45:08.615604 Processed block: <14a19f1a3581e520b19137d6e2ddcab000706f43d61549bc8f7875d4a6e5fc88>, height 1166494, 7(0/7)ms
2016-Oct-27 05:45:08.619021 Processed block: <ee91e8ca21fa1e45eb79bf73661b0d430b7d812c0ef6e87f15c1eba67431dd39>, height 1166495, 3(0/3)ms
2016-Oct-27 05:45:08.627971 Processed block: <127c3b13b211db73731a2b5ebf74550ec46eb76a9cd29f7cbf7d63993d800468>, height 1166496, 9(0/9)ms
2016-Oct-27 05:45:08.632491 Processed block: <4b9c5a842083c866a8dcbf48bcd971f608322f760fcdc11c1e119dfdc4575d35>, height 1166497, 4(0/4)ms
2016-Oct-27 05:45:08.639254 Processed block: <6c4581d22adf003fb3ba6b91baa34ed44495e41de21224c1d05d37fe0798c2fd>, height 1166498, 7(1/6)ms
2016-Oct-27 05:45:08.639653 Processed block: <78781f30200c748412ed091f7d80076aafcb0d6c70f05ec5e8ab450174b72e73>, height 1166499, 1(1/0)ms
2016-Oct-27 05:45:08.641981 Processed block: <1e13a7c47a5d704db2993e75f189c7d08416bc79d866dd33a0c2f3cd4b97b7c2>, height 1166500, 2(0/2)ms
2016-Oct-27 05:45:08.643679 Processed block: <9c1bb3a7390994d647b1a222ec9eb710e59292594cba2aa91063f260876b00df>, height 1166501, 2(0/2)ms
2016-Oct-27 05:45:08.644797 Processed block: <fcda11d8036875a5d8dfd27cba93106a953888249467bb44ae2a55ed7e026457>, height 1166502, 1(0/1)ms
2016-Oct-27 05:45:08.645141 Processed block: <a28a4fce851c2eeb523d0c95591001c62960d33dbb5b89bf3f9c53978c593665>, height 1166503, 0(0/0)ms
2016-Oct-27 05:45:08.645386 Processed block: <21bb535d7da0f0481f482e6f3ad3a332cd7e57d6bbed0caf98c0eeddd708b953>, height 1166504, 0(0/0)ms
2016-Oct-27 05:45:08.645963 Processed block: <abbd65b0fc7af85ef635cd43bf78d55da122b56af368b77f1035cac8ad1aede1>, height 1166505, 1(1/0)ms
2016-Oct-27 05:45:08.647148 Processed block: <3f770d7ab1a4cbc9557f01b913ee9f0f2929e4262615bf36e8bc1d12fc813aa4>, height 1166506, 1(0/1)ms
2016-Oct-27 05:45:08.648255 Processed block: <ac8c3c76ec8c0f32599d8cc9cbcf02ce14c75a8400d51eaa625fd3eb32c05a93>, height 1166507, 1(0/1)ms
2016-Oct-27 05:45:08.649489 Processed block: <b61b5173db87e4b30a460a449daf422f74c017827387011fe8042218e309f1b5>, height 1166508, 1(0/1)ms
2016-Oct-27 05:45:08.656296 Processed block: <97a13e1cf7a2dcb6885754bb61df5d62ee7c84e33063a5fd4e508940c7c36679>, height 1166509, 7(1/6)ms
2016-Oct-27 05:45:08.656558 Processed block: <247356ea2568e91f49021e2057c16fe12922bb1d7397cdd3aa2547fa352212ea>, height 1166510, 0(0/0)ms
2016-Oct-27 05:45:08.657890 Processed block: <972975429f7705516385e7a7a66f652737f85a54aefe307e7259eadf1e5775ae>, height 1166511, 1(0/1)ms
2016-Oct-27 05:45:08.667227 Processed block: <9fa3fcd0ec4064d4c3b2b91ef04033f4feb30a6448e0074baf241f175cc856b9>, height 1166512, 9(0/9)ms
2016-Oct-27 05:45:08.667491 Processed block: <3d16808ef0bb3ad2c65c9abba4f26dbd1f8e668f1fc41856d71db3632bfb9a7e>, height 1166513, 0(0/0)ms
2016-Oct-27 05:45:08.674069 Processed block: <2de7c4aa44c16b1bd6b21a326bb5091a6812cfc52076643b538807ec43f9e2c5>, height 1166514, 7(1/6)ms
2016-Oct-27 05:45:08.679216 Processed block: <b239af8e1a548acf26eeea0043cf914e86bc632b4bfb0baf5c1d15d9ab9453ac>, height 1166515, 5(0/5)ms
2016-Oct-27 05:45:08.687013 Processed block: <3e472d31566f774760d122a75382b768bb3079bcb02f93fd968217d84a46a9c8>, height 1166516, 8(0/8)ms
2016-Oct-27 05:45:08.690645 Processed block: <14359a09ee7e83a9306746818bc27dfaba94c4c9a4fb23042e7499d5f59e5500>, height 1166517, 4(0/4)ms
2016-Oct-27 05:45:08.690905 Processed block: <dec88440e5973b796aa1f72e5abf2b83d73d0a3917b7094af5a10258029925cd>, height 1166518, 0(0/0)ms
2016-Oct-27 05:45:08.695026 Processed block: <ef7cc9b75344fc3ce30fca40c7c22798ed7691bafa2c6eaad1a3dc70eaf847b6>, height 1166519, 4(0/4)ms
2016-Oct-27 05:45:08.695390 Processed block: <74cc5a9274222c4190ed163392a0f87313734d8e396ba179378c0b3abcf2a372>, height 1166520, 0(0/0)ms
2016-Oct-27 05:45:08.701760 Processed block: <2298d23c9c9a5bedbbd7af0f64995ef5d0f4505cc1f4f13f4990d07e9cea5c00>, height 1166521, 7(1/6)ms
2016-Oct-27 05:45:08.705679 Processed block: <149db754eb74acfc1389260507f864bb33f1ab0b24dc40001c9f1d344a66ac63>, height 1166522, 4(0/4)ms
2016-Oct-27 05:45:08.714549 Processed block: <1f23a8bbd93f3184bb8de11c443027e5a5cd8b89df1966ec234d053ba8e3a28e>, height 1166523, 8(0/8)ms
2016-Oct-27 05:45:08.714957 Processed block: <fda6f265659ff5cdc13132dcda1b713989ede15356e5f9378e1374e5e9a8d2a9>, height 1166524, 1(1/0)ms
2016-Oct-27 05:45:08.715207 Processed block: <f715764b4faedaef00a7ba95918d7b69e7806180c147b7556bda437eb2315244>, height 1166525, 0(0/0)ms
2016-Oct-27 05:45:08.719785 Processed block: <e945a2fe387a361da5aea9819fe767e1f691c692f525bd4a3dc8133d457cec47>, height 1166526, 5(0/5)ms
2016-Oct-27 05:45:08.732786 Processed block: <41d838735cab21325846ecc098b189de05b214efc0798610cc3548aa59b3cffa>, height 1166527, 12(1/11)ms
2016-Oct-27 05:45:08.739554 Processed block: <b4159eca77358d29f896804d7174a4780b7da31f0bb071acab094b8393fd58c5>, height 1166528, 6(0/6)ms
2016-Oct-27 05:45:08.744616 Processed block: <11556b0eee25224c6e33de212a72e50a9d466050a3cdf5158dbd5da5a5479517>, height 1166529, 6(1/5)ms
2016-Oct-27 05:45:08.749754 Processed block: <1a6de3dfc20f84c03ab7d145c3e54486f058d058f5cdb36472d8ebd4dd8651f1>, height 1166530, 5(0/5)ms
2016-Oct-27 05:45:08.750568 Processed block: <6f3d200ee39baa3057356b974350a3288f8237ec54d6792de7b990c95a51ffd2>, height 1166531, 0(0/0)ms
2016-Oct-27 05:45:08.756923 Processed block: <38d00b1d1e414f9b33c57ab0f5e37566be509285b0b129c123172169869645ee>, height 1166532, 7(1/6)ms
2016-Oct-27 05:45:08.757180 Processed block: <33918396c418e064e8775237a11ae6a9722dc50f84f0a5496193ec57cb3a0538>, height 1166533, 0(0/0)ms
2016-Oct-27 05:45:08.762731 Processed block: <ab065c7c3a0fd29ab10581cb06db87310b72b9cd2dee80113736293f1ff199e0>, height 1166534, 6(0/6)ms
2016-Oct-27 05:45:08.763651 Processed block: <05f66f0ccf8b78e122773b78490ad987dca43e36b1f5a6d439397fdd81d5055e>, height 1166535, 1(0/1)ms
2016-Oct-27 05:45:08.765276 Processed block: <bb433c32e674d1f03275743424f0862bd6acfe4e309b51b26b6352afb4f84678>, height 1166536, 1(0/1)ms
2016-Oct-27 05:45:08.765522 Processed block: <564ca8e3019a81a403d0dff47c9fa413f3faf7a74c8c36b0539513a0b37e72e6>, height 1166537, 0(0/0)ms
2016-Oct-27 05:45:08.772887 Processed block: <1378bbf372126f21537de8cbeed78cb0fc08f685f8e62822930a136cf975b64e>, height 1166538, 8(1/7)ms
2016-Oct-27 05:45:08.776229 Processed block: <dac4216d3e343cf7356aa2b78a9d48667a8425e39e350c2a4883192173e89c67>, height 1166539, 3(0/3)ms
2016-Oct-27 05:45:08.777173 Processed block: <1b1993900d89921d84227e761e1dcaf2607a0545a4acb6a0825d9fb33db1e8e1>, height 1166540, 1(0/1)ms
2016-Oct-27 05:45:08.782662 Processed block: <498f82dcdc974ec3e2096c1067fe1832994247d6f7ffa5b7c5ca2c7c83d97442>, height 1166541, 6(0/6)ms
2016-Oct-27 05:45:08.783613 Processed block: <43b5e228b7f02c9b7bb2d446c50c5d3222df1fe9c8312cfb3f721495ca1bc6f6>, height 1166542, 1(0/1)ms
2016-Oct-27 05:45:08.785808 Processed block: <4c97631e48105fc17d69bbea52a2c2a8c5627971b359b2237620de411ac6afc9>, height 1166543, 2(0/2)ms
2016-Oct-27 05:45:08.807330 Processed block: <69ddaffc989065800312023c8c0434579d67183ff977ca6046c460ddd1bf5c07>, height 1166544, 21(0/21)ms
2016-Oct-27 05:45:08.809734 Processed block: <c69c85d85ddcd9c0d0a849b2efb47a5b5e936fe8a0eb643cf3c6f8322d40f834>, height 1166545, 3(0/3)ms
2016-Oct-27 05:45:08.810005 Processed block: <7734c674a8c591affa4804270a1b3ae7c5e2e5a30c747b903643b68313a5d141>, height 1166546, 0(0/0)ms
2016-Oct-27 05:45:08.816997 Processed block: <25b1ceeb90e0e6bc19cb5926923d7a0dfd73494db0a20f40b83925b74a8d8cfc>, height 1166547, 7(0/7)ms
2016-Oct-27 05:45:08.817255 Processed block: <eb154581e1caa8e83cc42e4c04787d9955544b6bd8dee77b08a27eba4c77264b>, height 1166548, 0(0/0)ms
2016-Oct-27 05:45:08.817499 Processed block: <8d930f30e1cc6f70861e4ce2e90ba5298991002bc67fb2e711b704ae36940d40>, height 1166549, 0(0/0)ms
2016-Oct-27 05:45:08.817754 Processed block: <270da6eaddda0db9f8440442739a38446f95bd12ae8b0e314db1986b1f9e0d95>, height 1166550, 1(1/0)ms
2016-Oct-27 05:45:08.829976 Processed block: <3dc12ed9c2fd3d907f210fcc2742849daa2b6de86134581949d7781e5b76b42a>, height 1166551, 12(0/12)ms
2016-Oct-27 05:45:08.830250 Processed block: <97432b0bf5433125bba4f7a2df0f1f6ef138a303d8cd6639eaed5b385210f968>, height 1166552, 0(0/0)ms
2016-Oct-27 05:45:08.840625 Processed block: <59eaa0c5c9c977168c8238f161fca649b1091de35afe054aefedbdb3871c2a19>, height 1166553, 11(0/11)ms
2016-Oct-27 05:45:08.841932 Processed block: <3009d9ddf21aa4528b895a67090b86a23a22744d6ec2c76c964c901267e5627b>, height 1166554, 1(0/1)ms
2016-Oct-27 05:45:08.850534 Processed block: <814de2ca335c894dfcea07d70376c379840566f2c3b018f62e608017429b275b>, height 1166555, 8(0/8)ms
2016-Oct-27 05:45:08.852151 Processed block: <7c8b9fe51a1405c4a517b4d0b7054eb9cc8778fe2b21a2f978888c643131621e>, height 1166556, 2(1/1)ms
2016-Oct-27 05:45:08.852400 Processed block: <dd16feafaea92bf0b6b91d8a21121e4139f08d2401825d16b8eaaeb49a3f1ec3>, height 1166557, 0(0/0)ms
2016-Oct-27 05:45:08.857930 Processed block: <5512b8d1012934a3c52dcd3d2e6888ba13702c122de191aa2da540fc65e517ce>, height 1166558, 6(1/5)ms
2016-Oct-27 05:45:08.858506 Processed block: <d193eeb8c3e07e7056c0fcc51baef18e246de845292c21faef07a7f4f854ece2>, height 1166559, 0(0/0)ms
2016-Oct-27 05:45:08.866775 Processed block: <2a3c1cfbd6c3891a67ca5bb9659b422a018697dc77c181b13e55f1de01ef8bf1>, height 1166560, 9(1/8)ms
2016-Oct-27 05:45:08.869502 Processed block: <f8b49accd0e294b26f644da7f873d9a957598e5b1460b16157455d64302484dc>, height 1166561, 2(0/2)ms
2016-Oct-27 05:45:08.869767 Processed block: <3b59da060f296690ad0c72e47393e5b43223f54fc6dda355df2c27b1c576d83e>, height 1166562, 1(1/0)ms
2016-Oct-27 05:45:08.876092 Processed block: <27b3f6bc6c72d5b3980af516feac9c56d826551b2fe2d301b25a413106cf892a>, height 1166563, 6(0/6)ms
2016-Oct-27 05:45:08.878078 Processed block: <7345862ae9dd60da2b94c47250dfbe05dc8978fd94260669ec3f831483707414>, height 1166564, 2(0/2)ms
2016-Oct-27 05:45:08.878331 Processed block: <09ad17400cd6ce60c30d6c81fd67d2eb328457e0b7beb44c3d95b84c1dd31194>, height 1166565, 0(0/0)ms
2016-Oct-27 05:45:08.883306 Processed block: <ddc1faa8aec9dc7d66e25732716dcc4609e8f4be7898ff3a18abd5061d267a47>, height 1166566, 5(0/5)ms
2016-Oct-27 05:45:08.886315 Processed block: <aaa1c37e11298b5936de99a09cd35d810f7a40f274c35e65e22dac8c2abb74a5>, height 1166567, 3(1/2)ms
2016-Oct-27 05:45:08.886564 Processed block: <df4ed04c781156c3e5c9996287a7a142fe3ee2ea8940eacec42b1b0b07c3b58d>, height 1166568, 0(0/0)ms
2016-Oct-27 05:45:08.891699 Processed block: <6b11b10f026b5e6e30e0f57fbd69a9c9e1d957c7e03f6b197bfdfe5ccc4965d1>, height 1166569, 6(1/5)ms
2016-Oct-27 05:45:08.895416 Processed block: <e6b6e4e0430268894962f624a598476fc992fdf34e28d2d7fecfb675e2e9c2e2>, height 1166570, 3(0/3)ms
2016-Oct-27 05:45:08.896566 Processed block: <c286575157be4356c7e289e20a824bbe2718b6f9ddfb82b3bccf6822686cb9e7>, height 1166571, 0(0/0)ms
2016-Oct-27 05:45:08.898227 Processed block: <3cf76ef0174052d7288f31882dbd03416102a38dde6b938180d58e3352b503ba>, height 1166572, 2(1/1)ms
2016-Oct-27 05:45:08.904153 Processed block: <dfeb233b6fd5c9509a332e712270f932fa9b479f2a0980927f4938239724b1a7>, height 1166573, 6(0/6)ms
2016-Oct-27 05:45:08.908173 Processed block: <32a5322f25b1195389890d82ea2ab8184a9ee8a4dd7154dca59c0650faadfece>, height 1166574, 4(0/4)ms
2016-Oct-27 05:45:08.910743 Processed block: <02d9761b9b8e0a72022377fdf1785ce8bd9c20d77bc6d21e833852d81ed7c274>, height 1166575, 1(0/1)ms
2016-Oct-27 05:45:08.910996 Processed block: <f5b15c5ce41cb581dcccd21e96cb06d89c3fe37b2cd2c519cb43647083b3b3aa>, height 1166576, 0(0/0)ms
2016-Oct-27 05:45:08.911235 Processed block: <3ad01bb5f61f20f0de443636f8548d082dc112af48cafab8aa8994ab3a86b2e4>, height 1166577, 0(0/0)ms
2016-Oct-27 05:45:08.915688 Processed block: <ff5b4343a83e65ff5d74b2b90df73c779d49647881408b9ef2066d4915d9c95a>, height 1166578, 5(0/5)ms
2016-Oct-27 05:45:08.919121 Processed block: <5e66aff34558456c4b55b76cc80a5a1a1d3d899c1d35819c9f75c31678990d2d>, height 1166579, 3(0/3)ms
2016-Oct-27 05:45:08.919373 Processed block: <3e81eb6fbfaede22a7bd1dee6826cadb071b77b35049b7be758391cc5664a54e>, height 1166580, 0(0/0)ms
2016-Oct-27 05:45:08.919613 Processed block: <1b92c668034acc7187edf8111470be816dff74c9a8f3a3813a1c2f79eb8f99f9>, height 1166581, 1(1/0)ms
