Monero 'Wolfram Warptangent' (v0.10.0.0-release)
Logging at log level 2 to /home/athan/dev/moneybit/hmonero/bar.log
2016-Oct-05 22:53:08.345471 Skipped block by height: 910000
2016-Oct-05 22:53:08.345736 Skipped block by height: 911000
2016-Oct-05 22:53:08.345800 Skipped block by height: 912000
2016-Oct-05 22:53:08.345865 Skipped block by height: 913000
2016-Oct-05 22:53:08.345932 Skipped block by height: 914000
2016-Oct-05 22:53:08.345993 Skipped block by height: 915000
2016-Oct-05 22:53:08.346056 Skipped block by height: 916000
2016-Oct-05 22:53:08.346116 Skipped block by height: 917000
2016-Oct-05 22:53:08.346175 Skipped block by height: 918000
2016-Oct-05 22:53:08.346233 Skipped block by height: 919000
2016-Oct-05 22:53:08.818296 Skipped block by height: 920000
2016-Oct-05 22:53:08.818558 Skipped block by height: 921000
2016-Oct-05 22:53:08.818742 Skipped block by height: 922000
2016-Oct-05 22:53:08.818823 Skipped block by height: 923000
2016-Oct-05 22:53:08.818887 Skipped block by height: 924000
2016-Oct-05 22:53:08.818971 Skipped block by height: 925000
2016-Oct-05 22:53:08.819041 Skipped block by height: 926000
2016-Oct-05 22:53:08.819130 Skipped block by height: 927000
2016-Oct-05 22:53:08.819211 Skipped block by height: 928000
2016-Oct-05 22:53:08.819288 Skipped block by height: 929000
2016-Oct-05 22:53:09.238385 Skipped block by height: 930000
2016-Oct-05 22:53:09.238676 Skipped block by height: 931000
2016-Oct-05 22:53:09.238743 Skipped block by height: 932000
2016-Oct-05 22:53:09.238811 Skipped block by height: 933000
2016-Oct-05 22:53:09.238878 Skipped block by height: 934000
2016-Oct-05 22:53:09.238944 Skipped block by height: 935000
2016-Oct-05 22:53:09.239010 Skipped block by height: 936000
2016-Oct-05 22:53:09.239076 Skipped block by height: 937000
2016-Oct-05 22:53:09.239140 Skipped block by height: 938000
2016-Oct-05 22:53:09.239206 Skipped block by height: 939000
2016-Oct-05 22:53:09.744938 Skipped block by height: 940000
2016-Oct-05 22:53:09.745230 Skipped block by height: 941000
2016-Oct-05 22:53:09.745301 Skipped block by height: 942000
2016-Oct-05 22:53:09.745484 Skipped block by height: 943000
2016-Oct-05 22:53:09.745560 Skipped block by height: 944000
2016-Oct-05 22:53:09.745626 Skipped block by height: 945000
2016-Oct-05 22:53:09.745695 Skipped block by height: 946000
2016-Oct-05 22:53:09.745762 Skipped block by height: 947000
2016-Oct-05 22:53:09.745829 Skipped block by height: 948000
2016-Oct-05 22:53:09.745991 Skipped block by height: 949000
2016-Oct-05 22:53:10.192507 Skipped block by height: 950000
2016-Oct-05 22:53:10.192771 Skipped block by height: 951000
2016-Oct-05 22:53:10.192832 Skipped block by height: 952000
2016-Oct-05 22:53:10.192896 Skipped block by height: 953000
2016-Oct-05 22:53:10.192977 Skipped block by height: 954000
2016-Oct-05 22:53:10.193065 Skipped block by height: 955000
2016-Oct-05 22:53:10.193149 Skipped block by height: 956000
2016-Oct-05 22:53:10.193218 Skipped block by height: 957000
2016-Oct-05 22:53:10.193307 Skipped block by height: 958000
2016-Oct-05 22:53:10.193387 Skipped block by height: 959000
2016-Oct-05 22:53:10.570942 Skipped block by height: 960000
2016-Oct-05 22:53:10.571203 Skipped block by height: 961000
2016-Oct-05 22:53:10.571264 Skipped block by height: 962000
2016-Oct-05 22:53:10.571326 Skipped block by height: 963000
2016-Oct-05 22:53:10.571386 Skipped block by height: 964000
2016-Oct-05 22:53:10.571446 Skipped block by height: 965000
2016-Oct-05 22:53:10.571506 Skipped block by height: 966000
2016-Oct-05 22:53:10.571596 Skipped block by height: 967000
2016-Oct-05 22:53:10.571951 Skipped block by height: 968000
2016-Oct-05 22:53:10.572031 Skipped block by height: 969000
2016-Oct-05 22:53:10.975067 Skipped block by height: 970000
2016-Oct-05 22:53:10.975356 Skipped block by height: 971000
2016-Oct-05 22:53:10.975423 Skipped block by height: 972000
2016-Oct-05 22:53:10.975489 Skipped block by height: 973000
2016-Oct-05 22:53:10.975665 Skipped block by height: 974000
2016-Oct-05 22:53:10.975758 Skipped block by height: 975000
2016-Oct-05 22:53:10.975839 Skipped block by height: 976000
2016-Oct-05 22:53:10.975914 Skipped block by height: 977000
2016-Oct-05 22:53:10.975992 Skipped block by height: 978000
2016-Oct-05 22:53:10.976066 Skipped block by height: 979000
2016-Oct-05 22:53:11.431845 Skipped block by height: 980000
2016-Oct-05 22:53:11.432106 Skipped block by height: 981000
2016-Oct-05 22:53:11.432167 Skipped block by height: 982000
2016-Oct-05 22:53:11.432233 Skipped block by height: 983000
2016-Oct-05 22:53:11.432303 Skipped block by height: 984000
2016-Oct-05 22:53:11.432377 Skipped block by height: 985000
2016-Oct-05 22:53:11.432442 Skipped block by height: 986000
2016-Oct-05 22:53:11.432508 Skipped block by height: 987000
2016-Oct-05 22:53:11.432575 Skipped block by height: 988000
2016-Oct-05 22:53:11.432641 Skipped block by height: 989000
2016-Oct-05 22:53:12.016166 Skipped block by height: 990000
2016-Oct-05 22:53:12.016427 Skipped block by height: 991000
2016-Oct-05 22:53:12.016488 Skipped block by height: 992000
2016-Oct-05 22:53:12.016546 Skipped block by height: 993000
2016-Oct-05 22:53:12.016606 Skipped block by height: 994000
2016-Oct-05 22:53:12.016663 Skipped block by height: 995000
2016-Oct-05 22:53:12.016723 Skipped block by height: 996000
2016-Oct-05 22:53:12.016784 Skipped block by height: 997000
2016-Oct-05 22:53:12.016842 Skipped block by height: 998000
2016-Oct-05 22:53:12.016903 Skipped block by height: 999000
2016-Oct-05 22:53:12.341507 Skipped block by height: 1000000
2016-Oct-05 22:53:12.341879 Skipped block by height: 1001000
2016-Oct-05 22:53:12.341940 Skipped block by height: 1002000
2016-Oct-05 22:53:12.341997 Skipped block by height: 1003000
2016-Oct-05 22:53:12.342058 Skipped block by height: 1004000
2016-Oct-05 22:53:12.342115 Skipped block by height: 1005000
2016-Oct-05 22:53:12.342175 Skipped block by height: 1006000
2016-Oct-05 22:53:12.342235 Skipped block by height: 1007000
2016-Oct-05 22:53:12.342295 Skipped block by height: 1008000
2016-Oct-05 22:53:12.342456 Skipped block by height: 1009000
2016-Oct-05 22:53:12.742618 Skipped block by height: 1010000
2016-Oct-05 22:53:12.742899 Skipped block by height: 1011000
2016-Oct-05 22:53:12.742961 Skipped block by height: 1012000
2016-Oct-05 22:53:12.743018 Skipped block by height: 1013000
2016-Oct-05 22:53:12.743079 Skipped block by height: 1014000
2016-Oct-05 22:53:12.743138 Skipped block by height: 1015000
2016-Oct-05 22:53:12.743199 Skipped block by height: 1016000
2016-Oct-05 22:53:12.743257 Skipped block by height: 1017000
2016-Oct-05 22:53:12.743332 Skipped block by height: 1018000
2016-Oct-05 22:53:12.743394 Skipped block by height: 1019000
2016-Oct-05 22:53:13.180819 Skipped block by height: 1020000
2016-Oct-05 22:53:13.181082 Skipped block by height: 1021000
2016-Oct-05 22:53:13.181143 Skipped block by height: 1022000
2016-Oct-05 22:53:13.181207 Skipped block by height: 1023000
2016-Oct-05 22:53:13.181289 Skipped block by height: 1024000
2016-Oct-05 22:53:13.181372 Skipped block by height: 1025000
2016-Oct-05 22:53:13.181458 Skipped block by height: 1026000
2016-Oct-05 22:53:13.181529 Skipped block by height: 1027000
2016-Oct-05 22:53:13.181615 Skipped block by height: 1028000
2016-Oct-05 22:53:13.181684 Skipped block by height: 1029000
2016-Oct-05 22:53:13.665251 Skipped block by height: 1030000
2016-Oct-05 22:53:13.665538 Skipped block by height: 1031000
2016-Oct-05 22:53:13.665606 Skipped block by height: 1032000
2016-Oct-05 22:53:13.665693 Skipped block by height: 1033000
2016-Oct-05 22:53:13.665805 Skipped block by height: 1034000
2016-Oct-05 22:53:13.665923 Skipped block by height: 1035000
2016-Oct-05 22:53:13.666025 Skipped block by height: 1036000
2016-Oct-05 22:53:13.666112 Skipped block by height: 1037000
2016-Oct-05 22:53:13.666225 Skipped block by height: 1038000
2016-Oct-05 22:53:13.666322 Skipped block by height: 1039000
2016-Oct-05 22:53:14.259726 Skipped block by height: 1040000
2016-Oct-05 22:53:14.260041 Skipped block by height: 1041000
2016-Oct-05 22:53:14.260166 Skipped block by height: 1042000
2016-Oct-05 22:53:14.260275 Skipped block by height: 1043000
2016-Oct-05 22:53:14.260382 Skipped block by height: 1044000
2016-Oct-05 22:53:14.260488 Skipped block by height: 1045000
2016-Oct-05 22:53:14.260591 Skipped block by height: 1046000
2016-Oct-05 22:53:14.260693 Skipped block by height: 1047000
2016-Oct-05 22:53:14.260797 Skipped block by height: 1048000
2016-Oct-05 22:53:14.291266 Skipped block by height: 1049000
2016-Oct-05 22:53:14.684928 Skipped block by height: 1050000
2016-Oct-05 22:53:14.685216 Skipped block by height: 1051000
2016-Oct-05 22:53:14.685286 Skipped block by height: 1052000
2016-Oct-05 22:53:14.685354 Skipped block by height: 1053000
2016-Oct-05 22:53:14.685424 Skipped block by height: 1054000
2016-Oct-05 22:53:14.685524 Skipped block by height: 1055000
2016-Oct-05 22:53:14.685596 Skipped block by height: 1056000
2016-Oct-05 22:53:14.685659 Skipped block by height: 1057000
2016-Oct-05 22:53:14.685725 Skipped block by height: 1058000
2016-Oct-05 22:53:14.685792 Skipped block by height: 1059000
2016-Oct-05 22:53:15.039150 Skipped block by height: 1060000
2016-Oct-05 22:53:15.039300 Skipped block by height: 1061000
2016-Oct-05 22:53:15.039344 Skipped block by height: 1062000
2016-Oct-05 22:53:15.039383 Skipped block by height: 1063000
2016-Oct-05 22:53:15.039424 Skipped block by height: 1064000
2016-Oct-05 22:53:15.039468 Skipped block by height: 1065000
2016-Oct-05 22:53:15.039509 Skipped block by height: 1066000
2016-Oct-05 22:53:15.039551 Skipped block by height: 1067000
2016-Oct-05 22:53:15.039623 Skipped block by height: 1068000
2016-Oct-05 22:53:15.039665 Skipped block by height: 1069000
2016-Oct-05 22:53:15.425284 Skipped block by height: 1070000
2016-Oct-05 22:53:15.425574 Skipped block by height: 1071000
2016-Oct-05 22:53:15.425642 Skipped block by height: 1072000
2016-Oct-05 22:53:15.425709 Skipped block by height: 1073000
2016-Oct-05 22:53:15.425778 Skipped block by height: 1074000
2016-Oct-05 22:53:15.425844 Skipped block by height: 1075000
2016-Oct-05 22:53:15.425911 Skipped block by height: 1076000
2016-Oct-05 22:53:15.425978 Skipped block by height: 1077000
2016-Oct-05 22:53:15.426044 Skipped block by height: 1078000
2016-Oct-05 22:53:15.426108 Skipped block by height: 1079000
2016-Oct-05 22:53:15.882666 Skipped block by height: 1080000
2016-Oct-05 22:53:15.882828 Skipped block by height: 1081000
2016-Oct-05 22:53:15.882881 Skipped block by height: 1082000
2016-Oct-05 22:53:15.882934 Skipped block by height: 1083000
2016-Oct-05 22:53:15.882988 Skipped block by height: 1084000
2016-Oct-05 22:53:15.883059 Skipped block by height: 1085000
2016-Oct-05 22:53:15.883113 Skipped block by height: 1086000
2016-Oct-05 22:53:15.883168 Skipped block by height: 1087000
2016-Oct-05 22:53:15.883220 Skipped block by height: 1088000
2016-Oct-05 22:53:15.883273 Skipped block by height: 1089000
2016-Oct-05 22:53:16.314146 Skipped block by height: 1090000
2016-Oct-05 22:53:16.314307 Skipped block by height: 1091000
2016-Oct-05 22:53:16.314359 Skipped block by height: 1092000
2016-Oct-05 22:53:16.314414 Skipped block by height: 1093000
2016-Oct-05 22:53:16.314468 Skipped block by height: 1094000
2016-Oct-05 22:53:16.314522 Skipped block by height: 1095000
2016-Oct-05 22:53:16.314574 Skipped block by height: 1096000
2016-Oct-05 22:53:16.314627 Skipped block by height: 1097000
2016-Oct-05 22:53:16.314680 Skipped block by height: 1098000
2016-Oct-05 22:53:16.314994 Skipped block by height: 1099000
2016-Oct-05 22:53:16.776063 Skipped block by height: 1100000
2016-Oct-05 22:53:16.776330 Skipped block by height: 1101000
2016-Oct-05 22:53:16.776392 Skipped block by height: 1102000
2016-Oct-05 22:53:16.776451 Skipped block by height: 1103000
2016-Oct-05 22:53:16.776513 Skipped block by height: 1104000
2016-Oct-05 22:53:16.776573 Skipped block by height: 1105000
2016-Oct-05 22:53:16.776633 Skipped block by height: 1106000
2016-Oct-05 22:53:16.776694 Skipped block by height: 1107000
2016-Oct-05 22:53:16.776752 Skipped block by height: 1108000
2016-Oct-05 22:53:16.776811 Skipped block by height: 1109000
2016-Oct-05 22:53:17.182719 Skipped block by height: 1110000
2016-Oct-05 22:53:17.182879 Skipped block by height: 1111000
2016-Oct-05 22:53:17.182924 Skipped block by height: 1112000
2016-Oct-05 22:53:17.182972 Skipped block by height: 1113000
2016-Oct-05 22:53:17.183032 Skipped block by height: 1114000
2016-Oct-05 22:53:17.183091 Skipped block by height: 1115000
2016-Oct-05 22:53:17.183137 Skipped block by height: 1116000
2016-Oct-05 22:53:17.183189 Skipped block by height: 1117000
2016-Oct-05 22:53:17.183248 Skipped block by height: 1118000
2016-Oct-05 22:53:17.183306 Skipped block by height: 1119000
2016-Oct-05 22:53:17.621379 Skipped block by height: 1120000
2016-Oct-05 22:53:17.621624 Skipped block by height: 1121000
2016-Oct-05 22:53:17.621685 Skipped block by height: 1122000
2016-Oct-05 22:53:17.621761 Skipped block by height: 1123000
2016-Oct-05 22:53:17.621849 Skipped block by height: 1124000
2016-Oct-05 22:53:17.621931 Skipped block by height: 1125000
2016-Oct-05 22:53:17.622009 Skipped block by height: 1126000
2016-Oct-05 22:53:17.622091 Skipped block by height: 1127000
2016-Oct-05 22:53:17.622175 Skipped block by height: 1128000
2016-Oct-05 22:53:17.622243 Skipped block by height: 1129000
2016-Oct-05 22:53:18.108706 Skipped block by height: 1130000
2016-Oct-05 22:53:18.108972 Skipped block by height: 1131000
2016-Oct-05 22:53:18.109033 Skipped block by height: 1132000
2016-Oct-05 22:53:18.109095 Skipped block by height: 1133000
2016-Oct-05 22:53:18.109155 Skipped block by height: 1134000
2016-Oct-05 22:53:18.109217 Skipped block by height: 1135000
2016-Oct-05 22:53:18.109276 Skipped block by height: 1136000
2016-Oct-05 22:53:18.109335 Skipped block by height: 1137000
2016-Oct-05 22:53:18.109395 Skipped block by height: 1138000
2016-Oct-05 22:53:18.109453 Skipped block by height: 1139000
2016-Oct-05 22:53:18.511425 Skipped block by height: 1140000
2016-Oct-05 22:53:18.511620 Skipped block by height: 1141000
2016-Oct-05 22:53:18.511683 Skipped block by height: 1142000
2016-Oct-05 22:53:18.511746 Skipped block by height: 1143000
2016-Oct-05 22:53:18.511805 Skipped block by height: 1144000
2016-Oct-05 22:53:18.511862 Skipped block by height: 1145000
2016-Oct-05 22:53:18.511920 Skipped block by height: 1146000
2016-Oct-05 22:53:18.511977 Skipped block by height: 1147000
2016-Oct-05 22:53:18.512032 Skipped block by height: 1148000
2016-Oct-05 22:53:18.512086 Skipped block by height: 1149000
2016-Oct-05 22:53:18.763604 Skipped block by height: 1150000
2016-Oct-05 22:53:18.763729 Skipped block by height: 1151000
2016-Oct-05 22:53:19.051023 Block is already in blockchain: 64c4c0842aa7cb018eb0620a1f59c8c6aaecf9414570b
