Monero 'Wolfram Warptangent' (v0.10.0.0-release)
Logging at log level 2 to /home/athan/dev/moneybit/hmonero/bar.log
2016-Oct-05 22:52:49.086100 Skipped block by height: 446000
2016-Oct-05 22:52:49.086158 Skipped block by height: 447000
2016-Oct-05 22:52:49.086213 Skipped block by height: 448000
2016-Oct-05 22:52:49.086269 Skipped block by height: 449000
2016-Oct-05 22:52:49.432310 Skipped block by height: 450000
2016-Oct-05 22:52:49.432609 Skipped block by height: 451000
2016-Oct-05 22:52:49.432676 Skipped block by height: 452000
2016-Oct-05 22:52:49.432737 Skipped block by height: 453000
2016-Oct-05 22:52:49.432802 Skipped block by height: 454000
2016-Oct-05 22:52:49.432869 Skipped block by height: 455000
2016-Oct-05 22:52:49.432933 Skipped block by height: 456000
2016-Oct-05 22:52:49.432997 Skipped block by height: 457000
2016-Oct-05 22:52:49.433060 Skipped block by height: 458000
2016-Oct-05 22:52:49.433121 Skipped block by height: 459000
2016-Oct-05 22:52:49.778616 Skipped block by height: 460000
2016-Oct-05 22:52:49.778890 Skipped block by height: 461000
2016-Oct-05 22:52:49.778957 Skipped block by height: 462000
2016-Oct-05 22:52:49.779022 Skipped block by height: 463000
2016-Oct-05 22:52:49.779086 Skipped block by height: 464000
2016-Oct-05 22:52:49.779150 Skipped block by height: 465000
2016-Oct-05 22:52:49.779214 Skipped block by height: 466000
2016-Oct-05 22:52:49.779278 Skipped block by height: 467000
2016-Oct-05 22:52:49.779342 Skipped block by height: 468000
2016-Oct-05 22:52:49.779405 Skipped block by height: 469000
2016-Oct-05 22:52:50.135870 Skipped block by height: 470000
2016-Oct-05 22:52:50.136127 Skipped block by height: 471000
2016-Oct-05 22:52:50.136202 Skipped block by height: 472000
2016-Oct-05 22:52:50.136259 Skipped block by height: 473000
2016-Oct-05 22:52:50.136317 Skipped block by height: 474000
2016-Oct-05 22:52:50.136479 Skipped block by height: 475000
2016-Oct-05 22:52:50.136536 Skipped block by height: 476000
2016-Oct-05 22:52:50.136591 Skipped block by height: 477000
2016-Oct-05 22:52:50.136649 Skipped block by height: 478000
2016-Oct-05 22:52:50.136706 Skipped block by height: 479000
2016-Oct-05 22:52:50.475714 Skipped block by height: 480000
2016-Oct-05 22:52:50.475936 Skipped block by height: 481000
2016-Oct-05 22:52:50.476020 Skipped block by height: 482000
2016-Oct-05 22:52:50.476083 Skipped block by height: 483000
2016-Oct-05 22:52:50.476149 Skipped block by height: 484000
2016-Oct-05 22:52:50.476213 Skipped block by height: 485000
2016-Oct-05 22:52:50.476278 Skipped block by height: 486000
2016-Oct-05 22:52:50.476343 Skipped block by height: 487000
2016-Oct-05 22:52:50.476408 Skipped block by height: 488000
2016-Oct-05 22:52:50.476472 Skipped block by height: 489000
2016-Oct-05 22:52:50.818648 Skipped block by height: 490000
2016-Oct-05 22:52:50.818930 Skipped block by height: 491000
2016-Oct-05 22:52:50.818996 Skipped block by height: 492000
2016-Oct-05 22:52:50.819058 Skipped block by height: 493000
2016-Oct-05 22:52:50.819122 Skipped block by height: 494000
2016-Oct-05 22:52:50.819183 Skipped block by height: 495000
2016-Oct-05 22:52:50.819247 Skipped block by height: 496000
2016-Oct-05 22:52:50.819311 Skipped block by height: 497000
2016-Oct-05 22:52:50.819374 Skipped block by height: 498000
2016-Oct-05 22:52:50.819437 Skipped block by height: 499000
2016-Oct-05 22:52:51.188019 Skipped block by height: 500000
2016-Oct-05 22:52:51.188274 Skipped block by height: 501000
2016-Oct-05 22:52:51.188335 Skipped block by height: 502000
2016-Oct-05 22:52:51.188497 Skipped block by height: 503000
2016-Oct-05 22:52:51.188561 Skipped block by height: 504000
2016-Oct-05 22:52:51.188617 Skipped block by height: 505000
2016-Oct-05 22:52:51.188674 Skipped block by height: 506000
2016-Oct-05 22:52:51.188730 Skipped block by height: 507000
2016-Oct-05 22:52:51.188788 Skipped block by height: 508000
2016-Oct-05 22:52:51.188850 Skipped block by height: 509000
2016-Oct-05 22:52:51.544336 Skipped block by height: 510000
2016-Oct-05 22:52:51.544604 Skipped block by height: 511000
2016-Oct-05 22:52:51.544675 Skipped block by height: 512000
2016-Oct-05 22:52:51.544744 Skipped block by height: 513000
2016-Oct-05 22:52:51.544815 Skipped block by height: 514000
2016-Oct-05 22:52:51.544884 Skipped block by height: 515000
2016-Oct-05 22:52:51.544952 Skipped block by height: 516000
2016-Oct-05 22:52:51.545020 Skipped block by height: 517000
2016-Oct-05 22:52:51.545089 Skipped block by height: 518000
2016-Oct-05 22:52:51.545154 Skipped block by height: 519000
2016-Oct-05 22:52:51.884801 Skipped block by height: 520000
2016-Oct-05 22:52:51.885100 Skipped block by height: 521000
2016-Oct-05 22:52:51.885181 Skipped block by height: 522000
2016-Oct-05 22:52:51.885256 Skipped block by height: 523000
2016-Oct-05 22:52:51.885330 Skipped block by height: 524000
2016-Oct-05 22:52:51.893134 Skipped block by height: 525000
2016-Oct-05 22:52:51.893231 Skipped block by height: 526000
2016-Oct-05 22:52:51.893279 Skipped block by height: 527000
2016-Oct-05 22:52:51.893324 Skipped block by height: 528000
2016-Oct-05 22:52:51.893373 Skipped block by height: 529000
2016-Oct-05 22:52:52.427930 Skipped block by height: 530000
2016-Oct-05 22:52:52.428209 Skipped block by height: 531000
2016-Oct-05 22:52:52.428277 Skipped block by height: 532000
2016-Oct-05 22:52:52.428338 Skipped block by height: 533000
2016-Oct-05 22:52:52.428402 Skipped block by height: 534000
2016-Oct-05 22:52:52.428467 Skipped block by height: 535000
2016-Oct-05 22:52:52.428530 Skipped block by height: 536000
2016-Oct-05 22:52:52.428593 Skipped block by height: 537000
2016-Oct-05 22:52:52.428657 Skipped block by height: 538000
2016-Oct-05 22:52:52.428718 Skipped block by height: 539000
2016-Oct-05 22:52:52.776863 Skipped block by height: 540000
2016-Oct-05 22:52:52.777124 Skipped block by height: 541000
2016-Oct-05 22:52:52.777192 Skipped block by height: 542000
2016-Oct-05 22:52:52.777249 Skipped block by height: 543000
2016-Oct-05 22:52:52.777304 Skipped block by height: 544000
2016-Oct-05 22:52:52.777362 Skipped block by height: 545000
2016-Oct-05 22:52:52.777418 Skipped block by height: 546000
2016-Oct-05 22:52:52.777475 Skipped block by height: 547000
2016-Oct-05 22:52:52.777533 Skipped block by height: 548000
2016-Oct-05 22:52:52.777589 Skipped block by height: 549000
2016-Oct-05 22:52:53.169986 Skipped block by height: 550000
2016-Oct-05 22:52:53.170261 Skipped block by height: 551000
2016-Oct-05 22:52:53.170327 Skipped block by height: 552000
2016-Oct-05 22:52:53.170389 Skipped block by height: 553000
2016-Oct-05 22:52:53.170453 Skipped block by height: 554000
2016-Oct-05 22:52:53.170637 Skipped block by height: 555000
2016-Oct-05 22:52:53.170704 Skipped block by height: 556000
2016-Oct-05 22:52:53.170768 Skipped block by height: 557000
2016-Oct-05 22:52:53.170834 Skipped block by height: 558000
2016-Oct-05 22:52:53.170898 Skipped block by height: 559000
2016-Oct-05 22:52:53.662896 Skipped block by height: 560000
2016-Oct-05 22:52:53.663152 Skipped block by height: 561000
2016-Oct-05 22:52:53.663212 Skipped block by height: 562000
2016-Oct-05 22:52:53.663268 Skipped block by height: 563000
2016-Oct-05 22:52:53.663326 Skipped block by height: 564000
2016-Oct-05 22:52:53.663382 Skipped block by height: 565000
2016-Oct-05 22:52:53.663440 Skipped block by height: 566000
2016-Oct-05 22:52:53.663501 Skipped block by height: 567000
2016-Oct-05 22:52:53.663587 Skipped block by height: 568000
2016-Oct-05 22:52:53.663659 Skipped block by height: 569000
2016-Oct-05 22:52:54.060072 Skipped block by height: 570000
2016-Oct-05 22:52:54.060352 Skipped block by height: 571000
2016-Oct-05 22:52:54.060418 Skipped block by height: 572000
2016-Oct-05 22:52:54.060483 Skipped block by height: 573000
2016-Oct-05 22:52:54.060549 Skipped block by height: 574000
2016-Oct-05 22:52:54.060914 Skipped block by height: 575000
2016-Oct-05 22:52:54.060983 Skipped block by height: 576000
2016-Oct-05 22:52:54.061044 Skipped block by height: 577000
2016-Oct-05 22:52:54.061103 Skipped block by height: 578000
2016-Oct-05 22:52:54.061166 Skipped block by height: 579000
2016-Oct-05 22:52:54.430941 Skipped block by height: 580000
2016-Oct-05 22:52:54.431221 Skipped block by height: 581000
2016-Oct-05 22:52:54.431288 Skipped block by height: 582000
2016-Oct-05 22:52:54.431353 Skipped block by height: 583000
2016-Oct-05 22:52:54.431415 Skipped block by height: 584000
2016-Oct-05 22:52:54.431478 Skipped block by height: 585000
2016-Oct-05 22:52:54.431541 Skipped block by height: 586000
2016-Oct-05 22:52:54.431717 Skipped block by height: 587000
2016-Oct-05 22:52:54.431778 Skipped block by height: 588000
2016-Oct-05 22:52:54.431835 Skipped block by height: 589000
2016-Oct-05 22:52:54.788148 Skipped block by height: 590000
2016-Oct-05 22:52:54.788407 Skipped block by height: 591000
2016-Oct-05 22:52:54.788503 Skipped block by height: 592000
2016-Oct-05 22:52:54.788581 Skipped block by height: 593000
2016-Oct-05 22:52:54.788665 Skipped block by height: 594000
2016-Oct-05 22:52:54.788742 Skipped block by height: 595000
2016-Oct-05 22:52:54.788818 Skipped block by height: 596000
2016-Oct-05 22:52:54.788897 Skipped block by height: 597000
2016-Oct-05 22:52:54.788971 Skipped block by height: 598000
2016-Oct-05 22:52:54.789055 Skipped block by height: 599000
2016-Oct-05 22:52:55.158332 Skipped block by height: 600000
2016-Oct-05 22:52:55.158593 Skipped block by height: 601000
2016-Oct-05 22:52:55.158684 Skipped block by height: 602000
2016-Oct-05 22:52:55.158768 Skipped block by height: 603000
2016-Oct-05 22:52:55.158853 Skipped block by height: 604000
2016-Oct-05 22:52:55.158938 Skipped block by height: 605000
2016-Oct-05 22:52:55.159135 Skipped block by height: 606000
2016-Oct-05 22:52:55.159212 Skipped block by height: 607000
2016-Oct-05 22:52:55.159315 Skipped block by height: 608000
2016-Oct-05 22:52:55.159400 Skipped block by height: 609000
2016-Oct-05 22:52:55.531492 Skipped block by height: 610000
2016-Oct-05 22:52:55.531789 Skipped block by height: 611000
2016-Oct-05 22:52:55.531845 Skipped block by height: 612000
2016-Oct-05 22:52:55.531896 Skipped block by height: 613000
2016-Oct-05 22:52:55.531948 Skipped block by height: 614000
2016-Oct-05 22:52:55.532001 Skipped block by height: 615000
2016-Oct-05 22:52:55.532053 Skipped block by height: 616000
2016-Oct-05 22:52:55.532106 Skipped block by height: 617000
2016-Oct-05 22:52:55.532158 Skipped block by height: 618000
2016-Oct-05 22:52:55.532210 Skipped block by height: 619000
2016-Oct-05 22:52:56.002279 Skipped block by height: 620000
2016-Oct-05 22:52:56.002543 Skipped block by height: 621000
2016-Oct-05 22:52:56.002621 Skipped block by height: 622000
2016-Oct-05 22:52:56.002706 Skipped block by height: 623000
2016-Oct-05 22:52:56.002793 Skipped block by height: 624000
2016-Oct-05 22:52:56.002879 Skipped block by height: 625000
2016-Oct-05 22:52:56.002965 Skipped block by height: 626000
2016-Oct-05 22:52:56.003052 Skipped block by height: 627000
2016-Oct-05 22:52:56.003137 Skipped block by height: 628000
2016-Oct-05 22:52:56.003221 Skipped block by height: 629000
2016-Oct-05 22:52:56.361323 Skipped block by height: 630000
2016-Oct-05 22:52:56.361530 Skipped block by height: 631000
2016-Oct-05 22:52:56.361576 Skipped block by height: 632000
2016-Oct-05 22:52:56.361620 Skipped block by height: 633000
2016-Oct-05 22:52:56.361665 Skipped block by height: 634000
2016-Oct-05 22:52:56.361712 Skipped block by height: 635000
2016-Oct-05 22:52:56.361758 Skipped block by height: 636000
2016-Oct-05 22:52:56.361801 Skipped block by height: 637000
2016-Oct-05 22:52:56.361846 Skipped block by height: 638000
2016-Oct-05 22:52:56.361891 Skipped block by height: 639000
2016-Oct-05 22:52:56.705244 Skipped block by height: 640000
2016-Oct-05 22:52:56.705532 Skipped block by height: 641000
2016-Oct-05 22:52:56.705626 Skipped block by height: 642000
2016-Oct-05 22:52:56.705706 Skipped block by height: 643000
2016-Oct-05 22:52:56.705772 Skipped block by height: 644000
2016-Oct-05 22:52:56.705818 Skipped block by height: 645000
2016-Oct-05 22:52:56.705856 Skipped block by height: 646000
2016-Oct-05 22:52:56.705894 Skipped block by height: 647000
2016-Oct-05 22:52:56.705933 Skipped block by height: 648000
2016-Oct-05 22:52:56.705990 Skipped block by height: 649000
2016-Oct-05 22:52:57.162095 Skipped block by height: 650000
2016-Oct-05 22:52:57.162360 Skipped block by height: 651000
2016-Oct-05 22:52:57.162436 Skipped block by height: 652000
2016-Oct-05 22:52:57.162517 Skipped block by height: 653000
2016-Oct-05 22:52:57.162602 Skipped block by height: 654000
2016-Oct-05 22:52:57.162688 Skipped block by height: 655000
2016-Oct-05 22:52:57.162776 Skipped block by height: 656000
2016-Oct-05 22:52:57.162863 Skipped block by height: 657000
2016-Oct-05 22:52:57.162950 Skipped block by height: 658000
2016-Oct-05 22:52:57.163029 Skipped block by height: 659000
2016-Oct-05 22:52:57.583172 Skipped block by height: 660000
2016-Oct-05 22:52:57.583431 Skipped block by height: 661000
2016-Oct-05 22:52:57.583491 Skipped block by height: 662000
2016-Oct-05 22:52:57.583549 Skipped block by height: 663000
2016-Oct-05 22:52:57.583656 Skipped block by height: 664000
2016-Oct-05 22:52:57.583715 Skipped block by height: 665000
2016-Oct-05 22:52:57.583774 Skipped block by height: 666000
2016-Oct-05 22:52:57.583832 Skipped block by height: 667000
2016-Oct-05 22:52:57.583889 Skipped block by height: 668000
2016-Oct-05 22:52:57.583947 Skipped block by height: 669000
2016-Oct-05 22:52:57.973146 Skipped block by height: 670000
2016-Oct-05 22:52:57.973409 Skipped block by height: 671000
2016-Oct-05 22:52:57.973494 Skipped block by height: 672000
2016-Oct-05 22:52:57.973691 Skipped block by height: 673000
2016-Oct-05 22:52:57.973770 Skipped block by height: 674000
2016-Oct-05 22:52:57.973847 Skipped block by height: 675000
2016-Oct-05 22:52:57.973921 Skipped block by height: 676000
2016-Oct-05 22:52:57.974013 Skipped block by height: 677000
2016-Oct-05 22:52:57.974091 Skipped block by height: 678000
2016-Oct-05 22:52:57.974169 Skipped block by height: 679000
2016-Oct-05 22:52:58.322477 Skipped block by height: 680000
2016-Oct-05 22:52:58.322740 Skipped block by height: 681000
2016-Oct-05 22:52:58.322826 Skipped block by height: 682000
2016-Oct-05 22:52:58.322908 Skipped block by height: 683000
2016-Oct-05 22:52:58.322992 Skipped block by height: 684000
2016-Oct-05 22:52:58.323074 Skipped block by height: 685000
2016-Oct-05 22:52:58.323158 Skipped block by height: 686000
2016-Oct-05 22:52:58.323241 Skipped block by height: 687000
2016-Oct-05 22:52:58.323325 Skipped block by height: 688000
2016-Oct-05 22:52:58.323407 Skipped block by height: 689000
2016-Oct-05 22:52:58.694429 Skipped block by height: 690000
2016-Oct-05 22:52:58.694708 Skipped block by height: 691000
2016-Oct-05 22:52:58.694774 Skipped block by height: 692000
2016-Oct-05 22:52:58.694839 Skipped block by height: 693000
2016-Oct-05 22:52:58.694902 Skipped block by height: 694000
2016-Oct-05 22:52:58.694965 Skipped block by height: 695000
2016-Oct-05 22:52:58.695029 Skipped block by height: 696000
2016-Oct-05 22:52:58.695096 Skipped block by height: 697000
2016-Oct-05 22:52:58.695159 Skipped block by height: 698000
2016-Oct-05 22:52:58.695223 Skipped block by height: 699000
2016-Oct-05 22:52:59.136081 Skipped block by height: 700000
2016-Oct-05 22:52:59.136363 Skipped block by height: 701000
2016-Oct-05 22:52:59.136430 Skipped block by height: 702000
2016-Oct-05 22:52:59.136499 Skipped block by height: 703000
2016-Oct-05 22:52:59.136563 Skipped block by height: 704000
2016-Oct-05 22:52:59.136627 Skipped block by height: 705000
2016-Oct-05 22:52:59.136985 Skipped block by height: 706000
2016-Oct-05 22:52:59.137054 Skipped block by height: 707000
2016-Oct-05 22:52:59.137114 Skipped block by height: 708000
2016-Oct-05 22:52:59.137176 Skipped block by height: 709000
2016-Oct-05 22:52:59.548737 Skipped block by height: 710000
2016-Oct-05 22:52:59.548995 Skipped block by height: 711000
2016-Oct-05 22:52:59.549095 Skipped block by height: 712000
2016-Oct-05 22:52:59.549181 Skipped block by height: 713000
2016-Oct-05 22:52:59.549268 Skipped block by height: 714000
2016-Oct-05 22:52:59.549351 Skipped block by height: 715000
2016-Oct-05 22:52:59.549436 Skipped block by height: 716000
2016-Oct-05 22:52:59.549518 Skipped block by height: 717000
2016-Oct-05 22:52:59.549605 Skipped block by height: 718000
2016-Oct-05 22:52:59.549689 Skipped block by height: 719000
2016-Oct-05 22:52:59.944613 Skipped block by height: 720000
2016-Oct-05 22:52:59.944874 Skipped block by height: 721000
2016-Oct-05 22:52:59.944954 Skipped block by height: 722000
2016-Oct-05 22:52:59.945040 Skipped block by height: 723000
2016-Oct-05 22:52:59.945130 Skipped block by height: 724000
2016-Oct-05 22:52:59.945217 Skipped block by height: 725000
2016-Oct-05 22:52:59.945305 Skipped block by height: 726000
2016-Oct-05 22:52:59.945392 Skipped block by height: 727000
2016-Oct-05 22:52:59.945477 Skipped block by height: 728000
2016-Oct-05 22:52:59.945555 Skipped block by height: 729000
2016-Oct-05 22:53:00.344693 Skipped block by height: 730000
2016-Oct-05 22:53:00.344976 Skipped block by height: 731000
2016-Oct-05 22:53:00.345043 Skipped block by height: 732000
2016-Oct-05 22:53:00.345106 Skipped block by height: 733000
2016-Oct-05 22:53:00.345173 Skipped block by height: 734000
2016-Oct-05 22:53:00.345238 Skipped block by height: 735000
2016-Oct-05 22:53:00.345303 Skipped block by height: 736000
2016-Oct-05 22:53:00.345369 Skipped block by height: 737000
2016-Oct-05 22:53:00.345435 Skipped block by height: 738000
2016-Oct-05 22:53:00.345498 Skipped block by height: 739000
2016-Oct-05 22:53:00.730460 Skipped block by height: 740000
2016-Oct-05 22:53:00.730745 Skipped block by height: 741000
2016-Oct-05 22:53:00.730811 Skipped block by height: 742000
2016-Oct-05 22:53:00.730876 Skipped block by height: 743000
2016-Oct-05 22:53:00.730944 Skipped block by height: 744000
2016-Oct-05 22:53:00.731024 Skipped block by height: 745000
2016-Oct-05 22:53:00.731090 Skipped block by height: 746000
2016-Oct-05 22:53:00.731153 Skipped block by height: 747000
2016-Oct-05 22:53:00.731218 Skipped block by height: 748000
2016-Oct-05 22:53:00.731286 Skipped block by height: 749000
2016-Oct-05 22:53:01.079049 Skipped block by height: 750000
2016-Oct-05 22:53:01.079333 Skipped block by height: 751000
2016-Oct-05 22:53:01.079399 Skipped block by height: 752000
2016-Oct-05 22:53:01.079464 Skipped block by height: 753000
2016-Oct-05 22:53:01.079528 Skipped block by height: 754000
2016-Oct-05 22:53:01.079629 Skipped block by height: 755000
2016-Oct-05 22:53:01.079703 Skipped block by height: 756000
2016-Oct-05 22:53:01.079769 Skipped block by height: 757000
2016-Oct-05 22:53:01.079831 Skipped block by height: 758000
2016-Oct-05 22:53:01.079894 Skipped block by height: 759000
2016-Oct-05 22:53:01.559518 Skipped block by height: 760000
2016-Oct-05 22:53:01.559824 Skipped block by height: 761000
2016-Oct-05 22:53:01.559904 Skipped block by height: 762000
2016-Oct-05 22:53:01.559992 Skipped block by height: 763000
2016-Oct-05 22:53:01.560082 Skipped block by height: 764000
2016-Oct-05 22:53:01.560171 Skipped block by height: 765000
2016-Oct-05 22:53:01.560259 Skipped block by height: 766000
2016-Oct-05 22:53:01.560350 Skipped block by height: 767000
2016-Oct-05 22:53:01.560438 Skipped block by height: 768000
2016-Oct-05 22:53:01.560519 Skipped block by height: 769000
2016-Oct-05 22:53:01.911214 Skipped block by height: 770000
2016-Oct-05 22:53:01.911502 Skipped block by height: 771000
2016-Oct-05 22:53:01.911943 Skipped block by height: 772000
2016-Oct-05 22:53:01.912029 Skipped block by height: 773000
2016-Oct-05 22:53:01.912093 Skipped block by height: 774000
2016-Oct-05 22:53:01.912159 Skipped block by height: 775000
2016-Oct-05 22:53:01.912265 Skipped block by height: 776000
2016-Oct-05 22:53:01.912375 Skipped block by height: 777000
2016-Oct-05 22:53:01.912466 Skipped block by height: 778000
2016-Oct-05 22:53:01.912534 Skipped block by height: 779000
2016-Oct-05 22:53:02.370768 Skipped block by height: 780000
2016-Oct-05 22:53:02.371039 Skipped block by height: 781000
2016-Oct-05 22:53:02.371122 Skipped block by height: 782000
2016-Oct-05 22:53:02.371336 Skipped block by height: 783000
2016-Oct-05 22:53:02.371416 Skipped block by height: 784000
2016-Oct-05 22:53:02.371510 Skipped block by height: 785000
2016-Oct-05 22:53:02.371684 Skipped block by height: 786000
2016-Oct-05 22:53:02.371770 Skipped block by height: 787000
2016-Oct-05 22:53:02.371859 Skipped block by height: 788000
2016-Oct-05 22:53:02.371949 Skipped block by height: 789000
2016-Oct-05 22:53:02.759073 Skipped block by height: 790000
2016-Oct-05 22:53:02.759238 Skipped block by height: 791000
2016-Oct-05 22:53:02.759321 Skipped block by height: 792000
2016-Oct-05 22:53:02.759403 Skipped block by height: 793000
2016-Oct-05 22:53:02.759492 Skipped block by height: 794000
2016-Oct-05 22:53:02.759615 Skipped block by height: 795000
2016-Oct-05 22:53:02.759710 Skipped block by height: 796000
2016-Oct-05 22:53:02.759798 Skipped block by height: 797000
2016-Oct-05 22:53:02.759885 Skipped block by height: 798000
2016-Oct-05 22:53:02.759970 Skipped block by height: 799000
2016-Oct-05 22:53:03.127240 Skipped block by height: 800000
2016-Oct-05 22:53:03.127536 Skipped block by height: 801000
2016-Oct-05 22:53:03.128052 Skipped block by height: 802000
2016-Oct-05 22:53:03.128141 Skipped block by height: 803000
2016-Oct-05 22:53:03.128222 Skipped block by height: 804000
2016-Oct-05 22:53:03.128304 Skipped block by height: 805000
2016-Oct-05 22:53:03.128384 Skipped block by height: 806000
2016-Oct-05 22:53:03.128463 Skipped block by height: 807000
2016-Oct-05 22:53:03.128544 Skipped block by height: 808000
2016-Oct-05 22:53:03.128623 Skipped block by height: 809000
2016-Oct-05 22:53:03.749123 Skipped block by height: 810000
2016-Oct-05 22:53:03.749369 Skipped block by height: 811000
2016-Oct-05 22:53:03.749454 Skipped block by height: 812000
2016-Oct-05 22:53:03.749548 Skipped block by height: 813000
2016-Oct-05 22:53:03.749633 Skipped block by height: 814000
2016-Oct-05 22:53:03.749794 Skipped block by height: 815000
2016-Oct-05 22:53:03.749874 Skipped block by height: 816000
2016-Oct-05 22:53:03.749951 Skipped block by height: 817000
2016-Oct-05 22:53:03.750031 Skipped block by height: 818000
2016-Oct-05 22:53:03.750111 Skipped block by height: 819000
2016-Oct-05 22:53:04.231611 Skipped block by height: 820000
2016-Oct-05 22:53:04.231861 Skipped block by height: 821000
2016-Oct-05 22:53:04.231936 Skipped block by height: 822000
2016-Oct-05 22:53:04.232018 Skipped block by height: 823000
2016-Oct-05 22:53:04.232101 Skipped block by height: 824000
2016-Oct-05 22:53:04.232183 Skipped block by height: 825000
2016-Oct-05 22:53:04.232262 Skipped block by height: 826000
2016-Oct-05 22:53:04.232344 Skipped block by height: 827000
2016-Oct-05 22:53:04.232424 Skipped block by height: 828000
2016-Oct-05 22:53:04.232501 Skipped block by height: 829000
2016-Oct-05 22:53:04.851056 Skipped block by height: 830000
2016-Oct-05 22:53:04.851323 Skipped block by height: 831000
2016-Oct-05 22:53:04.851403 Skipped block by height: 832000
2016-Oct-05 22:53:04.851486 Skipped block by height: 833000
2016-Oct-05 22:53:04.851656 Skipped block by height: 834000
2016-Oct-05 22:53:04.851751 Skipped block by height: 835000
2016-Oct-05 22:53:04.851841 Skipped block by height: 836000
2016-Oct-05 22:53:04.852219 Skipped block by height: 837000
2016-Oct-05 22:53:04.852300 Skipped block by height: 838000
2016-Oct-05 22:53:04.852384 Skipped block by height: 839000
2016-Oct-05 22:53:05.251624 Skipped block by height: 840000
2016-Oct-05 22:53:05.251893 Skipped block by height: 841000
2016-Oct-05 22:53:05.251974 Skipped block by height: 842000
2016-Oct-05 22:53:05.252059 Skipped block by height: 843000
2016-Oct-05 22:53:05.252141 Skipped block by height: 844000
2016-Oct-05 22:53:05.252224 Skipped block by height: 845000
2016-Oct-05 22:53:05.252304 Skipped block by height: 846000
2016-Oct-05 22:53:05.252382 Skipped block by height: 847000
2016-Oct-05 22:53:05.252460 Skipped block by height: 848000
2016-Oct-05 22:53:05.252539 Skipped block by height: 849000
2016-Oct-05 22:53:05.692922 Skipped block by height: 850000
2016-Oct-05 22:53:05.693189 Skipped block by height: 851000
2016-Oct-05 22:53:05.693267 Skipped block by height: 852000
2016-Oct-05 22:53:05.693355 Skipped block by height: 853000
2016-Oct-05 22:53:05.693444 Skipped block by height: 854000
2016-Oct-05 22:53:05.693534 Skipped block by height: 855000
2016-Oct-05 22:53:05.693621 Skipped block by height: 856000
2016-Oct-05 22:53:05.693705 Skipped block by height: 857000
2016-Oct-05 22:53:05.693789 Skipped block by height: 858000
2016-Oct-05 22:53:05.693876 Skipped block by height: 859000
2016-Oct-05 22:53:06.149811 Skipped block by height: 860000
2016-Oct-05 22:53:06.150106 Skipped block by height: 861000
2016-Oct-05 22:53:06.150195 Skipped block by height: 862000
2016-Oct-05 22:53:06.150289 Skipped block by height: 863000
2016-Oct-05 22:53:06.150393 Skipped block by height: 864000
2016-Oct-05 22:53:06.150486 Skipped block by height: 865000
2016-Oct-05 22:53:06.150581 Skipped block by height: 866000
2016-Oct-05 22:53:06.150674 Skipped block by height: 867000
2016-Oct-05 22:53:06.150766 Skipped block by height: 868000
2016-Oct-05 22:53:06.150858 Skipped block by height: 869000
2016-Oct-05 22:53:06.526834 Skipped block by height: 870000
2016-Oct-05 22:53:06.527118 Skipped block by height: 871000
2016-Oct-05 22:53:06.527199 Skipped block by height: 872000
2016-Oct-05 22:53:06.527280 Skipped block by height: 873000
2016-Oct-05 22:53:06.527371 Skipped block by height: 874000
2016-Oct-05 22:53:06.527463 Skipped block by height: 875000
2016-Oct-05 22:53:06.527591 Skipped block by height: 876000
2016-Oct-05 22:53:06.527686 Skipped block by height: 877000
2016-Oct-05 22:53:06.527800 Skipped block by height: 878000
2016-Oct-05 22:53:06.527864 Skipped block by height: 879000
2016-Oct-05 22:53:07.068637 Skipped block by height: 880000
2016-Oct-05 22:53:07.068920 Skipped block by height: 881000
2016-Oct-05 22:53:07.069001 Skipped block by height: 882000
2016-Oct-05 22:53:07.069084 Skipped block by height: 883000
2016-Oct-05 22:53:07.069175 Skipped block by height: 884000
2016-Oct-05 22:53:07.069269 Skipped block by height: 885000
2016-Oct-05 22:53:07.069357 Skipped block by height: 886000
2016-Oct-05 22:53:07.069447 Skipped block by height: 887000
2016-Oct-05 22:53:07.069535 Skipped block by height: 888000
2016-Oct-05 22:53:07.069622 Skipped block by height: 889000
2016-Oct-05 22:53:07.567439 Skipped block by height: 890000
2016-Oct-05 22:53:07.567800 Skipped block by height: 891000
2016-Oct-05 22:53:07.567873 Skipped block by height: 892000
2016-Oct-05 22:53:07.567945 Skipped block by height: 893000
2016-Oct-05 22:53:07.568017 Skipped block by height: 894000
2016-Oct-05 22:53:07.568086 Skipped block by height: 895000
2016-Oct-05 22:53:07.568157 Skipped block by height: 896000
2016-Oct-05 22:53:07.568227 Skipped block by height: 897000
2016-Oct-05 22:53:07.568299 Skipped block by height: 898000
2016-Oct-05 22:53:07.568370 Skipped block by height: 899000
2016-Oct-05 22:53:07.971887 Skipped block by height: 900000
2016-Oct-05 22:53:07.972132 Skipped block by height: 901000
2016-Oct-05 22:53:07.972217 Skipped block by height: 902000
2016-Oct-05 22:53:07.972566 Skipped block by height: 903000
2016-Oct-05 22:53:07.972627 Skipped block by height: 904000
2016-Oct-05 22:53:07.972680 Skipped block by height: 905000
2016-Oct-05 22:53:07.972735 Skipped block by height: 906000
2016-Oct-05 22:53:07.972790 Skipped block by height: 907000
2016-Oct-05 22:53:07.972844 Skipped block by height: 908000
2016-Oct-05 22:53:07.972899 Skipped block by height: 909000
